record_id,artist_user_id,title,genre,release_date
record_4f4f27a7-03f8-4adb-b96e-93adf9eb4e62,user_bab3f848-261f-4056-a865-4f01793058a3,Under total throughout,Electronic,2022-09-08
record_5a42d52d-f563-4620-95de-9d7b8ccfb7ee,user_16a4c782-cb57-4c3b-859d-11eae6fb787b,Information information million between,Jazz,2023-07-18
record_1cdb58bb-7e02-4651-9835-b3d61961aa67,user_457ad608-9661-4384-9919-1d89c52fd0de,He certain,Electronic,2023-12-21
record_011abdb5-bca4-45b9-af26-bb5ccc8da9c4,user_f921401a-7991-4db2-9491-2cb32b4146db,Security buy,Latin,2020-01-23
record_0e479397-8127-45ec-b1f3-3430445ab151,user_b76b00e9-cdd0-422c-85fe-3037f7b5d6e2,Firm drop,Electronic,2023-12-11
record_0a0a855b-95d0-4ec6-bfd3-17087fdee94e,user_43657ae1-59b5-470e-bfdc-9e4ff7e3be74,Sing nearly,Reggae,2023-08-11
record_acf6e9ee-ee0a-4d0c-8952-374b188d3461,user_377075cd-a1c3-4f19-816c-0fdcfc973607,Body throw fire,Punk,2023-07-07
record_7c4e7471-2c95-4dce-9d11-d21daa3dfdea,user_14358afa-97ae-43e8-bffc-bccc0a2509e9,Degree wall one,Hip-Hop,2023-02-23
record_861acd15-c45a-455b-a757-2bebaba5a46f,user_1fcd340c-aef1-4633-a2e9-c6321864b606,Their want,Classical,2023-11-09
record_d1fd385f-88a1-4914-8a55-705fe6c9b4b0,user_b26fbc8f-e3c8-426f-9d4c-77eec730bacd,Every institution poor kitchen,Folk,2020-10-23
record_86fd2ce1-f5c7-4960-a68a-d63b90786f9f,user_6f5fd3e4-5917-46a6-ba38-9fd920edb8d1,It more store,Indie,2022-02-18
record_1a0931a4-5151-4c26-8e0d-a198e36d3286,user_b899bef7-8fe3-4c2e-bff3-bd3af3c8e344,Five college other,Soul,2020-01-15
record_bdcbfcc9-3504-45d5-b980-843fe62baba0,user_60a4da2a-a938-4987-8634-b17942c753e6,Unit member,Jazz,2023-02-17
record_88f8e823-9cdc-4979-a6c5-740e58f9733b,user_d383327a-dd9c-4a4f-bbaf-262c7a6d90a0,Thousand style stuff,Latin,2020-12-11
record_8f02a9a5-7b26-428c-bb3f-9a7b0e21bf74,user_8929aa6d-3cab-4a72-85f6-6a33d8e69dc7,May plant foreign,Classical,2021-04-18
record_89a07e11-896c-466a-8df8-719726278af9,user_e7e6b288-eccf-4e8d-8ca3-414032972a89,Our scientist Congress,Rock,2021-10-06
record_9de949f3-dda1-488e-91d0-4ecae463b844,user_0d29d7f5-4482-4c26-8c28-7a5538603482,Our determine,Pop,2020-08-06
record_daf3e919-b66b-4a1d-8b2e-e6811d1fc129,user_45b6bfb5-8583-4674-b00c-98156f632a17,Month design step,Gospel,2022-11-13
record_e340845c-0636-4e67-a31a-8f134beecf8b,user_5d548e33-55c4-4a8e-b78e-378e83ea5d8b,Student well,Soul,2022-04-19
record_721896e4-950c-40f8-82d3-8a5fadabdcd5,user_67d94733-c5bc-49e5-be21-214a3ddaaa5c,Customer air,Rock,2022-09-15
record_ec3ff8d1-ab60-4024-b09a-b0b80fac442d,user_2697082a-a717-43ac-8f90-ec42f7d0f361,Age where,R&B,2023-05-25
record_6e6dbc34-d4d3-4641-abba-c5e79f455f4f,user_83a40c0c-573e-44ec-8cac-b5951513f88b,Low over,Pop,2022-03-19
record_8621587f-0e2f-4df7-9144-eff8ff237bc0,user_cb031078-240c-4854-8138-fe501f22aa64,Send manager president,Blues,2020-08-31
record_86fefc93-9ebe-497c-ad49-c5110ea4d53e,user_e37d7018-7a73-4c72-b008-c528fbbc2dd6,Partner trouble something,Techno,2021-07-19
record_a4fbbe6a-e889-4011-b70e-bca32aa0cfa7,user_2b168709-9874-4018-a598-95ad3a213715,Population return former,Latin,2023-11-10
record_c227aaa7-8891-4423-8f01-341b0c463689,user_b7d4914f-294f-47fb-8f67-5ba4d7fb4010,Ahead wife,R&B,2020-11-15
record_1546d141-12a1-4dc6-a6bb-1051ff052f21,user_df3e7ef1-4a35-451b-9ee0-539f4dc29e93,Individual,Classical,2020-10-01
record_186d8964-ea97-464e-81f3-419bab0c1e19,user_cc7c0847-e810-43a6-9e92-1a2b2fea6e5c,Laugh lawyer poor,Metal,2022-03-09
record_62012d8b-ba73-42b8-ae70-a2d269a45b73,user_980f1916-c49f-4a20-b22a-ee39d8407abf,Animal evidence,Disco,2022-02-28
record_d138518e-7915-4789-aada-18bb2677fa34,user_39c15f65-04ab-4449-acad-af21bb7303e2,Personal yes,Pop,2020-06-05
record_7f91625b-7c86-4685-bfed-cee0b737ebd5,user_2005b574-0cbc-4042-aacc-3dc23f7b4696,Debate know home,Electronic,2021-01-29
record_56efb6d5-66d0-4c33-ab52-9cd1ca276a8c,user_05f9132b-47fb-4d2b-992c-17b3c4afb2df,Coach citizen,Gospel,2023-06-23
record_63701f7f-6adf-469b-875e-e6a16379aa85,user_f0a3d378-74cd-4498-9ef3-5bc90111a6cb,After west how particularly,Classical,2022-06-13
record_e2328523-7fac-4a62-8c4e-c71164f9f904,user_7abd2d96-93e9-4c93-9070-786223ee682a,Clearly good,Metal,2023-02-16
record_5e9cc2d5-0d4b-4a2a-bceb-fd7bced6ba22,user_b6757f94-9328-48f2-b4cf-661bcc3ce4ba,Health or scene,Rock,2022-11-25
record_19c5ba97-db80-4c0b-ae07-097683659ef5,user_827369a9-7b0e-4937-917e-632d1ed5620f,Want good,Funk,2022-12-23
record_f68d7e82-16c2-44af-81ca-6530deee37c3,user_e45a0dfb-8675-4ff3-9bd1-4b97d1bd3add,Probably TV,Reggae,2022-02-16
record_cf945657-f251-4242-abb0-d6027c0c7872,user_48e21be2-5c5a-445d-b290-92297b33f359,Institution tell century probably,Rock,2022-04-27
record_91c68f61-4a04-4486-a93a-17a249c6583e,user_38eaa9f8-e8fc-4ce4-a8ae-ffb882c1786c,Understand catch Mr,Electronic,2020-07-18
record_0fbf9111-f1be-4387-aab7-f92bd37bc1dd,user_5a61e935-0fec-4c35-9bc4-58f9e7ecb067,Resource,Folk,2021-02-05
record_48b33067-40e0-4e17-9507-da7b8effca37,user_bd870be7-25ae-4da4-8ba4-ccc4defc77df,None stage,Soul,2020-07-30
record_364566aa-d6ae-44e2-b758-4f5d1bd1e9bd,user_24fa5b26-e5b7-47dc-8568-5fb7ed458587,Best until but,Gospel,2021-10-23
record_edac2e9e-949a-49d6-b396-d16a5e712fbe,user_e55c293b-427f-446d-857c-9648d6434c48,Strong democratic,Punk,2023-04-11
record_c0a1053b-0f23-4004-a76b-39197a5647f6,user_bc206040-0ecd-4160-b082-379527f24ad2,Response decide,Disco,2021-09-16
record_65385dd8-4027-411a-8019-fb26073fcaa1,user_3c5d30bc-0ac2-4df1-8574-892d2f666df6,Smile thousand practice among,R&B,2022-04-20
record_6886ee1b-be5c-4f7a-ad58-bf91131591df,user_4abdb786-0853-4401-87f5-21415dfc2670,Task majority type,Funk,2020-02-14
record_4e6c5fe8-065e-46d7-bc3a-5ab3396d60a8,user_230e7640-510f-4161-99db-32262ae50274,Want might,Latin,2020-04-23
record_5075f1e5-98c1-455d-9ab5-cd4c388931e9,user_bbd5b1a2-0b2a-49c2-82e9-f458c503d70c,Call natural,Soul,2020-12-30
record_cbf93efd-2deb-48ae-ad73-83aa088c6f13,user_6ac27408-a0a6-4c57-a025-7b6854f7a8e3,Democratic what,Soul,2020-03-27
record_bb812c62-19fa-4363-bf7d-9c8461f7d4b0,user_6b7c5eb8-530c-4176-b438-6bce401b476b,Land move,Metal,2020-08-06
record_ecf277a6-cfe9-4c17-8115-f2616518896f,user_adb1c2d0-d859-48df-91eb-3bde3483f516,Modern drive six level,Classical,2023-03-19
record_49d4af42-1ea1-478e-bb37-df98a09fdc2a,user_f10048b1-22b6-4946-9c64-ee72861f81a0,Member us artist,Pop,2021-08-16
record_1867aa29-7213-4420-a1d1-3268d65a405f,user_4507d621-9cf5-4b66-91df-970ae966ce6d,Lawyer thing,Blues,2022-11-21
record_f9220687-10b1-469c-888b-e306ed7a3376,user_6f33f39e-7659-4673-bd80-ca11394424b0,Successful but up,Hip-Hop,2023-03-08
record_7cad7744-8a60-43cf-9844-1904c40e33e1,user_fd0b54b6-0aa5-4cb0-8eec-502dc2c5307e,Machine quickly spring,Indie,2022-01-18
record_11843f11-785e-477c-9d1f-ab526c8ea827,user_3f05cd62-2de4-48e4-848b-09a680b6337a,Production none ahead best,Blues,2022-10-22
record_1410ef29-5614-458a-a060-79a0ec1baf8e,user_8b404e7f-a42f-40f2-9422-69225efbabf9,Become better,Indie,2022-01-07
record_34e46992-22f1-44c3-89f6-8a13c523590e,user_de985a55-c9fb-4872-9b5e-4e3abe43f4a2,Out,Gospel,2022-02-23
record_ba9fe65f-8e37-453d-a8b7-63ff1352c0ab,user_f6cb31b3-48fa-4cd1-a483-7a59189af5d1,Their pull gas,Latin,2023-12-02
record_7e060245-a6f5-4c70-887d-988185d9f058,user_482a8ed6-d5d3-4d7d-a617-19a5a59c2ab5,Red drop bill,Folk,2020-04-22
record_0e6657d5-343a-4d98-bbac-96c3f525255d,user_1531f5ab-c72f-46c6-bfdb-2458530c9f40,Statement bring,Blues,2020-10-10
record_a6688c02-6b36-4884-af4a-927c1ab2945d,user_ef41dd17-6885-4103-a9d1-038645ef0a7a,Movement can try series,R&B,2022-06-10
record_8dee19c1-1280-4cca-a0cc-ecc8e7d55956,user_39c8d999-40e5-4fd0-9cd5-96a93239abee,Because little course,Punk,2020-12-23
record_507d213c-fb4d-468c-b0da-98fa33661da2,user_f4e4f063-03e7-4840-bb1e-19c4fecc6c48,Be wife big,Hip-Hop,2020-08-16
record_d9b36f02-c275-446a-a172-077fc6bd72c2,user_2913a0bf-a8c0-401e-9b73-aa7c2544888a,Decide center,Blues,2020-01-13
record_d5bcfcbe-9fc5-4be8-b9b2-3e5ffb81997e,user_3fbded9d-d59a-435c-863f-55f0b086f01e,Politics eat fight,Pop,2023-01-11
record_2fcb379e-d4f4-48a5-9fd2-86620c174239,user_9ebe7a86-09cf-406d-9ba2-20a751d16f03,Else special money,Gospel,2020-08-29
record_7383ec64-5935-4a27-b079-d4d7fc1cee4b,user_fd5f9010-b064-46bd-b770-8ab5edcc59d8,Into six move,Metal,2023-04-23
record_98804f17-5247-4dad-99ef-3783da8806d1,user_c1843da7-1c73-4a62-976c-b4d9fbd5c68d,Republican her another,Funk,2023-04-10
record_e96062d6-72db-47ad-946d-b4695b892941,user_d390582a-b07d-43cc-ae2f-a1bebae4bd9d,Page tend run close,Techno,2023-05-22
record_7b6e8f40-5b0a-45df-b2a9-990a658dbbf2,user_2909393f-2d44-4442-a632-80ff5a69d6d9,Big,Indie,2020-09-10
record_40ee9ef5-ac26-4c28-a7f3-a7669150fde7,user_d56cafca-9e34-4bf5-be9d-a2c357ffb0d5,Serve think,Rock,2022-09-22
record_2ac70faf-087a-4c32-a523-45150fcd565d,user_93dd4bec-b804-44e9-84c9-88af6b5673d7,Road center follow,Electronic,2020-04-13
record_66bd68bd-79a8-4a50-9767-053518e2a32f,user_10dfa3b6-52b6-43a9-835a-ad110ad50ff2,Operation their,Jazz,2021-12-30
record_ab1f5cd9-9d15-4f4c-8319-30dbe09a4791,user_bc1b3d82-cd8d-4b35-80b2-0aa44e456b2d,Attack house,Latin,2022-12-27
record_0e4952cc-3445-4fe6-80c9-867e98ae4233,user_a36de87e-9ff3-44a1-aa89-be6abd2f6457,Water film,Latin,2023-06-25
record_4f133041-c21e-470c-924b-4853458c588c,user_7f825e94-d6a6-4266-b929-e27f83c202b0,Late listen,Gospel,2021-03-29
record_b191b215-2cd0-4e5b-8e6c-a2d39b8c1ba8,user_0ff9f9d8-a907-407b-a71a-e02028e4040d,Admit subject,Indie,2020-10-05
record_2c9d0def-b9e4-4577-a023-3aad8ce11806,user_cc6102cf-753d-4e7a-8bd1-a5335405b741,Government,Jazz,2020-01-05
record_acf822d8-749b-4c72-bfb0-9b36d3b01018,user_46b61b9d-2a8a-4436-b3ca-2c544c46992e,His relate forward,Gospel,2023-09-15
record_9338f52e-5e5a-4291-8482-26ad2eff568c,user_bf4b7630-b9dd-40f0-b534-ef841ea43194,Talk fall structure,Soul,2022-12-20
record_bcbde20c-1793-467a-949f-83def0680ce0,user_94b498aa-2a93-4e8e-8efa-229604beea67,Challenge,Hip-Hop,2023-11-28
record_fb12d372-e496-4185-b8f5-2d7ccbcfd967,user_262fa3ae-4706-432c-b54f-600abb327fb9,People owner end,Soul,2020-10-24
record_d53185ea-7924-4a9b-9b5e-758ab5ad6aa7,user_81b9d067-7877-43cf-9793-6fb5ea6f4921,Though opportunity,R&B,2020-06-18
record_a3ba952a-ee65-4a9a-9369-32ee87edc043,user_be70d0e1-070d-49e6-9d38-bc3b50036361,But study,Jazz,2020-07-25
record_b59fd959-660b-4b95-9f96-2ac5fae5be2d,user_698f1aee-2361-4313-b1fb-b1a04fc0dc11,Front onto,Pop,2021-08-18
record_fe510228-9579-4b6d-84e0-5368ad51865f,user_4d3f9e9e-85d4-4656-83d3-6d5844b7bdfd,War,Jazz,2020-03-29
record_4977a1d7-f2a7-4b43-8c23-24c82a769ca9,user_eb19feb8-f1ce-477b-8669-6e7c2027eaf8,Now friend Mr draw,Reggae,2023-02-16
record_46dc8cf0-3c1e-47de-ae82-8f5a0f68c5a2,user_711954e7-3ed5-4894-adc0-cd8cbc14e1b6,Direction of guy,Jazz,2020-05-18
record_51ce85ef-9b2a-4faf-9510-b674b66a6488,user_b9f34628-d1ed-4dd3-b5f8-9a5c0663bb23,Thought teach group,Country,2020-01-02
record_a467c161-8595-499d-a7ec-564d45bc16ca,user_5c5440c4-3e24-4aa2-885a-4e1b262225d2,Focus idea defense,Jazz,2020-12-30
record_d73cb3e3-39bb-462f-aa34-0496723a8a41,user_83562067-9930-44d8-abfd-9ac6d18ac9ff,Their write reveal,Pop,2023-10-26
record_5a00ced2-cdc7-4ae3-ab43-17bc56ebdf43,user_545bd979-3f64-43f1-aa21-c02f4b7d574b,Century onto more,Rock,2020-07-11
record_eb680829-00ec-4b9d-a26d-170a9cd46c81,user_d055c6b9-f09a-4ec7-bde2-bc10fc9be316,Population rate,Techno,2023-12-02
record_6e8fb310-a75f-433e-93b5-14fc66eea32d,user_51db6882-d754-4671-98cb-5b0a2e7c8210,Treatment husband,Latin,2023-02-08
record_f6de5de1-a33b-44cc-8014-2f526e2f8019,user_8588d81c-301f-4444-ae70-de6d34931cbd,Nation stop,Classical,2023-05-25
record_f040a82e-6284-4867-bfef-717769c45ab1,user_3eafc224-9976-446a-ae84-1303e6775331,Pm office,Rock,2021-04-27
record_6dbef54c-3267-45f7-a49f-62239a2cfc14,user_25b40ebe-cb50-4a6c-b012-97de3e1cd0e5,Blue option,Blues,2020-04-05
record_602a6db2-1784-45d2-8645-1c141f25a049,user_ef56ef95-1bcd-4591-b1ba-393c6f101e80,Crime,Disco,2022-12-30
record_977cea8c-7812-4981-98d0-c418c75ea602,user_a02449e3-a328-47db-99e3-3ea3acf0f7ef,Bag seat,Disco,2022-11-26
record_ee64347e-ca6a-4932-a4ff-216dff215f80,user_80b63994-e7f9-4f57-ab42-88683a70d183,Mr ability trade,Gospel,2022-10-27
record_2197ab44-9ed1-4d88-bdff-0397e0faf963,user_a5bef8b6-f8f0-47e1-8533-c48e6c257429,Painting painting,Indie,2023-08-24
record_4a1c0465-1b20-4d54-9b8f-40de970cb125,user_ef8fe53a-cbe0-4ec0-a2c0-1df9c4057f28,Article always,Jazz,2023-12-07
record_d238e36b-21fb-423b-aa10-43e34de75e73,user_4a9ffbf6-5430-45a4-b68e-0ae6f6737d8b,Account anyone success,Metal,2023-08-26
record_9064851e-49a2-47f6-bc56-38ab2431ac91,user_270ed6ba-8f25-4337-abc7-70d6d603c214,Why six speak,Soul,2023-02-20
record_94cfe8db-3444-47b8-a780-be141d1f0c97,user_6992006b-130a-4ec4-ae76-ebf8739ccf0b,Article material teach,Funk,2021-03-14
record_8a43672d-209a-47d5-a619-c52837883438,user_f26dab99-8635-4aad-9355-8e707f7dbc50,Series white account,Gospel,2020-08-13
record_07cc0f35-e55a-4297-a9c8-701230879785,user_18c7c788-f894-4faf-bcfd-a85147994435,Think husband,Punk,2020-09-16
record_33ad4575-b086-4180-bfc4-227ac52e7c95,user_00b96163-8656-463c-b5f9-3373f0d8ef8f,Amount actually stay,Funk,2021-11-14
record_0e17ad58-f2ea-4e6c-9241-0573cad98c3d,user_28adf184-ee46-4e5e-99e7-c8bc77644a91,Everything rock fly month,Indie,2023-05-16
record_a7e2c56c-9b31-4183-ada8-64340c9581ba,user_0b710364-1a30-4352-81b1-49d97055713c,Line well,Techno,2022-11-13
record_3977ea3e-9b4b-409b-8a67-45fbb57524ff,user_705aee01-9e59-4941-a09a-3dcd86480e86,Store writer town,Reggae,2021-07-25
record_02f83e47-8036-4384-a2cb-52dd60e63fc1,user_e7925774-f0e0-41f2-8f39-7747868782c4,Officer nation product,Techno,2022-11-21
record_9bd7a610-cf9b-454f-b282-bb4b451fdd7a,user_f5f0530f-e229-401c-b2e7-10a16aec386c,This gas wish,Indie,2021-05-27
record_d8bfd047-339c-41d4-bc88-59f7923c72eb,user_7da5ccfb-2e70-4bbb-9ffc-f87e45f87cf1,Building very fire,Disco,2021-09-14
record_cc6b5fab-a166-46b3-8885-e40eae870082,user_7f839d86-1ac5-40e8-adca-e98460a5da7d,Real able,Punk,2022-04-07
record_2c83cd72-4450-4936-bb9d-1732ced5a166,user_bab3f848-261f-4056-a865-4f01793058a3,Money material,Funk,2022-02-18
record_f69d79bd-fc6a-40b2-819b-1103ef8f3461,user_16a4c782-cb57-4c3b-859d-11eae6fb787b,Guess offer,Latin,2020-05-02
record_c6badf27-79e3-4a45-9156-742ded6521c1,user_457ad608-9661-4384-9919-1d89c52fd0de,Process time third,Rock,2022-09-30
record_b4af32df-a62b-4a37-8c98-f3c7d2287403,user_f921401a-7991-4db2-9491-2cb32b4146db,Ten send,Rock,2022-08-23
record_66f1f5f2-7709-485d-92cc-5211c23686a3,user_b76b00e9-cdd0-422c-85fe-3037f7b5d6e2,City can painting,Reggae,2022-02-27
record_e94d0380-e793-4415-aa71-4b9481875f1a,user_43657ae1-59b5-470e-bfdc-9e4ff7e3be74,Vote me provide,Country,2023-08-09
record_b3be27a0-6260-4148-ab66-03bcad8d19ed,user_377075cd-a1c3-4f19-816c-0fdcfc973607,However or officer throughout,Hip-Hop,2021-11-11
record_024aa88c-8306-46fb-a8b1-b44560e05772,user_14358afa-97ae-43e8-bffc-bccc0a2509e9,Modern country upon view,Rock,2021-11-05
record_889fa2ac-14d6-4aaa-82b5-e39900767b4a,user_1fcd340c-aef1-4633-a2e9-c6321864b606,Difficult level,Techno,2020-11-26
record_4858b5c9-e6f1-4d4a-8355-05642a4b197f,user_b26fbc8f-e3c8-426f-9d4c-77eec730bacd,Relate,Punk,2023-10-12
record_bc429389-a44d-4c17-970f-df03d965a9e2,user_6f5fd3e4-5917-46a6-ba38-9fd920edb8d1,Herself them light,Jazz,2020-03-06
record_3c3b9b8b-750a-497b-9fda-373d7112bd24,user_b899bef7-8fe3-4c2e-bff3-bd3af3c8e344,Remember watch leave,Latin,2020-07-24
record_7fddbc8e-8709-4c21-8fe1-89e8d16a7648,user_60a4da2a-a938-4987-8634-b17942c753e6,Site me,Folk,2023-03-26
record_38ec6b06-c4d1-4726-8b0c-4bc88ab49a58,user_d383327a-dd9c-4a4f-bbaf-262c7a6d90a0,Current they wear,Classical,2021-08-14
record_11a1d2fe-e0e0-49df-ba77-697511a3fcb8,user_8929aa6d-3cab-4a72-85f6-6a33d8e69dc7,Court local,Latin,2022-08-31
record_db76a8a2-0815-4add-90f5-38239389a8a6,user_e7e6b288-eccf-4e8d-8ca3-414032972a89,Expect report,Jazz,2021-03-27
record_586ff50f-9069-4970-81ea-67703dc52783,user_0d29d7f5-4482-4c26-8c28-7a5538603482,Walk question film,Disco,2023-05-04
record_2c8fdb24-b700-4a04-a626-1aafbbf0b5f9,user_45b6bfb5-8583-4674-b00c-98156f632a17,Serious father,Classical,2022-06-30
record_f9414b97-a4d2-4fcf-b3a1-4cb57952471f,user_5d548e33-55c4-4a8e-b78e-378e83ea5d8b,Long,Techno,2023-05-25
record_d0b6d735-61d4-45f0-bfec-061f58f2da03,user_67d94733-c5bc-49e5-be21-214a3ddaaa5c,Manage high cell,Disco,2021-11-13
record_accab7ad-62af-4a57-b712-365ef1038cd0,user_2697082a-a717-43ac-8f90-ec42f7d0f361,Within position,Soul,2022-07-05
record_3036bf99-c8fe-479b-ad25-ea3cbcaba9a6,user_83a40c0c-573e-44ec-8cac-b5951513f88b,No drop,R&B,2020-07-17
record_0bb19ed1-149c-4f25-951f-3258cd4afedb,user_cb031078-240c-4854-8138-fe501f22aa64,Prove trouble,Latin,2022-04-15
record_05f09dda-d609-4906-b50c-2c58ec4393eb,user_e37d7018-7a73-4c72-b008-c528fbbc2dd6,Manage,Soul,2021-01-22
record_6895fd68-7e4a-4c56-918b-7dcde47f7d77,user_2b168709-9874-4018-a598-95ad3a213715,Street entire blood,Rock,2021-05-18
record_159e0066-657c-4b32-86f6-2a663c81e2dd,user_b7d4914f-294f-47fb-8f67-5ba4d7fb4010,Arrive century,Reggae,2022-11-19
record_df307db8-09e5-4079-8c0b-d58ae01bba55,user_df3e7ef1-4a35-451b-9ee0-539f4dc29e93,Family watch main,R&B,2021-03-20
record_71359ea0-0e18-4c75-9886-5a12c8ccb12b,user_cc7c0847-e810-43a6-9e92-1a2b2fea6e5c,Less sometimes direction,Gospel,2020-10-21
record_36de041e-e944-458b-83a4-2b84a3750c68,user_980f1916-c49f-4a20-b22a-ee39d8407abf,Middle miss president,Techno,2020-12-09
record_eaa2805c-94bc-48f2-b665-992dc516bc3b,user_39c15f65-04ab-4449-acad-af21bb7303e2,House during,Metal,2023-02-13
record_3e5c70dd-ecdf-4c0e-ac15-05642befb954,user_2005b574-0cbc-4042-aacc-3dc23f7b4696,Indicate,Disco,2020-07-12
record_60076601-21b2-4c2e-939c-bbaf65d486df,user_05f9132b-47fb-4d2b-992c-17b3c4afb2df,Situation mention least,Funk,2020-01-20
record_422a9857-f805-4e65-b4f0-bac88d34f4fb,user_f0a3d378-74cd-4498-9ef3-5bc90111a6cb,Dog,Folk,2023-08-30
record_0cc3e861-592b-4327-b4c7-d8c97e0798de,user_7abd2d96-93e9-4c93-9070-786223ee682a,House film,Latin,2023-12-24
record_76823d10-2786-4ac2-9844-6965e9beda4f,user_b6757f94-9328-48f2-b4cf-661bcc3ce4ba,Show edge away,Indie,2021-03-11
record_49bcf51a-3c7c-41de-9288-7a6dcc242583,user_827369a9-7b0e-4937-917e-632d1ed5620f,High research,Punk,2022-05-17
record_b29afddc-4003-4680-8c14-70f17a8566ca,user_e45a0dfb-8675-4ff3-9bd1-4b97d1bd3add,Cover fish,Rock,2021-11-24
record_ffbf69cb-1d2d-4ddc-a8b0-0e3cbc5a41de,user_48e21be2-5c5a-445d-b290-92297b33f359,Treatment mother best,Soul,2022-01-18
record_a7431433-9e05-439c-9571-06f9d1bac235,user_38eaa9f8-e8fc-4ce4-a8ae-ffb882c1786c,Until listen,Jazz,2020-10-10
record_9a907fa3-e84a-43ec-bed5-a235732c24d9,user_5a61e935-0fec-4c35-9bc4-58f9e7ecb067,Interest although,Latin,2023-08-04
record_23116c84-7e3c-43d6-b52d-d2dc71720f2e,user_bd870be7-25ae-4da4-8ba4-ccc4defc77df,Social natural,Gospel,2020-09-13
record_340b9fd5-14f9-4bb5-9533-5f4b8f973872,user_24fa5b26-e5b7-47dc-8568-5fb7ed458587,It security green,Reggae,2020-09-14
record_5b2ef11a-3533-443a-9cf5-81e8ef814eb5,user_e55c293b-427f-446d-857c-9648d6434c48,Help real,Pop,2021-02-10
record_b01e98aa-fb3a-40c9-80c7-40a47758a727,user_bc206040-0ecd-4160-b082-379527f24ad2,Send network,Funk,2021-09-17
record_9ac707d1-8620-4581-a193-c34de8e8a6f3,user_3c5d30bc-0ac2-4df1-8574-892d2f666df6,Exactly factor,Funk,2021-07-03
record_720ae44f-8804-4701-a784-d77ddd67f324,user_4abdb786-0853-4401-87f5-21415dfc2670,Little feeling little,Rock,2022-10-17
record_ead93264-b5fd-4e31-a2f8-e4ed58692594,user_230e7640-510f-4161-99db-32262ae50274,Talk Democrat,Classical,2022-04-15
record_8f7c9ab3-9314-43eb-b718-42871c0a2574,user_bbd5b1a2-0b2a-49c2-82e9-f458c503d70c,Billion discussion yourself,Hip-Hop,2020-10-18
record_822961a3-946a-49ff-8173-74d4035286b9,user_6ac27408-a0a6-4c57-a025-7b6854f7a8e3,Apply size,Gospel,2020-01-29
record_e1467b03-b1fc-4d5d-a5bb-836a0b71d118,user_6b7c5eb8-530c-4176-b438-6bce401b476b,Exist talk similar,Indie,2022-12-23
record_d624e498-e832-4788-9dce-5f46a9220592,user_adb1c2d0-d859-48df-91eb-3bde3483f516,Collection night,Electronic,2022-09-29
record_a407c38d-1205-4711-bb00-5eec894e1215,user_f10048b1-22b6-4946-9c64-ee72861f81a0,Billion ability,Techno,2021-08-28
record_20de5808-07b8-48f6-9e61-47596edf521e,user_4507d621-9cf5-4b66-91df-970ae966ce6d,Green simple,Blues,2020-06-11
record_1e0d5cc2-2593-4718-94a4-a87a2bc73878,user_6f33f39e-7659-4673-bd80-ca11394424b0,Free say,Rock,2021-06-22
record_f2b7e739-b7e1-42bd-bc07-cf31d9835177,user_fd0b54b6-0aa5-4cb0-8eec-502dc2c5307e,Whether throw low,Techno,2020-06-11
record_8973c701-6a35-4530-bebb-0c6ba36a902d,user_3f05cd62-2de4-48e4-848b-09a680b6337a,Scientist organization everyone,Metal,2022-06-24
record_e85eb7e6-d12f-487a-9456-944be2bdf76b,user_8b404e7f-a42f-40f2-9422-69225efbabf9,Edge lay,Blues,2023-08-01
record_ed989893-7ca4-4e5b-87eb-4084275694e1,user_de985a55-c9fb-4872-9b5e-4e3abe43f4a2,Develop between prove,Folk,2020-01-21
record_f7a7891e-e555-485e-97b8-8c4fb9493b9d,user_f6cb31b3-48fa-4cd1-a483-7a59189af5d1,Ground account,Electronic,2022-07-23
record_7fa6887a-185c-4fd5-8de2-a90bd547ed5d,user_482a8ed6-d5d3-4d7d-a617-19a5a59c2ab5,Great dark past,Punk,2022-07-18
record_694b2a7c-0fe1-4258-8d52-a5a8a1c9f115,user_1531f5ab-c72f-46c6-bfdb-2458530c9f40,Success plan,Latin,2023-07-05
record_c7eb598e-8373-416c-a8b8-4c5cc67b3879,user_ef41dd17-6885-4103-a9d1-038645ef0a7a,Around build north,Soul,2023-10-13
record_c5adec85-bc18-468a-aca5-e2147981c40a,user_39c8d999-40e5-4fd0-9cd5-96a93239abee,Owner man,Hip-Hop,2021-11-20
record_0c9548ac-cfff-4823-a229-23d22c7417fd,user_f4e4f063-03e7-4840-bb1e-19c4fecc6c48,Mouth actually,Soul,2023-07-28
record_1edbb4fc-b5db-48ec-b490-ca2e6e71f2ef,user_2913a0bf-a8c0-401e-9b73-aa7c2544888a,Light common,Electronic,2023-06-07
record_da789ec5-985e-4c04-8657-3b031f8ad347,user_3fbded9d-d59a-435c-863f-55f0b086f01e,Do without head,Soul,2023-07-04
record_9fae052a-4bc1-444a-a986-5433319cc197,user_9ebe7a86-09cf-406d-9ba2-20a751d16f03,May box around,Reggae,2021-06-13
record_b69710a8-68db-47a1-aa4b-27742cecad9b,user_fd5f9010-b064-46bd-b770-8ab5edcc59d8,Collection,Pop,2021-07-05
record_b505af2b-d01c-4829-807c-2f2213d36808,user_c1843da7-1c73-4a62-976c-b4d9fbd5c68d,Sing cultural say,Punk,2022-02-01
